ID,LACT,DIMatSample,DIMatBreeding,DateofBreeding,ReasonBred,Milking.Shift,Fat...D,CU.Protein,CU.Lactose,Tot.Solids,SNF,NPN.CU,Denovo.FA,Mixed.FA,Performed.FA,DeNovo.Cal.Rel.,Mixed.Cal.Rel..,Preformed.Cal.Rel..,mChainL,mUnsat,PalmiticAcid,StearicAcid,OleicAcid,C181T10,C181T11,SatFAmasspermass,MonoFAmasspermass,PolyFAsmasspermass,FreeFA,CisFAmasspermass,TransFAmasspermass,CitricAcid,BHB,Acetone,Blood.NEFA..ueq.L.,Conductivity,preg
2356,2,62,75,2/22/16,Lut2,M1,6.0317,3.0247,4.6678,14.812,8.78,13.4,1.58,2.57,1.72,26.95,43.71,29.33,13.83,0.15,2.43,0.54,0.95,0.017,0.034,4.43,1.2,0.1,0.4,1.22,0.06,1676,0.14,0.15,-79.16,6.36,FALSE
2356,2,63,75,2/22/16,Lut2,M1,3.8067,3.0408,4.6744,12.592,8.785,12,0.96,1.65,1.06,26.03,44.99,28.98,14.2,0.23,1.57,0.3,0.65,0.011,0.018,2.74,0.82,0.07,0.4,0.83,0.03,1724,0.11,0.12,74.06,6.66,FALSE
2356,2,64,75,2/22/16,Lut2,M1,4.2658,3.0812,4.71,13.134,8.87,12.1,1.06,1.83,1.2,25.81,44.87,29.32,14.21,0.23,1.73,0.35,0.77,0.008,0.019,3.06,0.94,0.07,0.5,0.96,0.03,1631,0.1,0.11,74.55,6.58,FALSE
2356,2,65,75,2/22/16,Lut2,M1,5.3017,3.0527,4.6722,14.11,8.809,12.3,1.32,2.27,1.52,25.81,44.38,29.81,14.1,0.2,2.14,0.44,0.94,0.011,0.024,3.8,1.15,0.1,0.5,1.19,0.04,1538,0.1,0.12,-6.31,6.44,FALSE
2356,2,68,75,2/22/16,Lut2,M1,4.6039,3.2344,4.6972,13.625,9.029,13.5,1.15,1.98,1.28,26.04,44.98,28.98,14.23,0.23,1.87,0.36,0.82,0.011,0.017,3.28,1.01,0.09,0.4,1.05,0.03,1601,0.06,0.08,-0.54,6.37,FALSE
2356,2,69,75,2/22/16,Lut2,M1,4.2381,3.2319,4.6276,13.184,8.951,13.2,1.08,1.84,1.19,26.32,44.77,28.91,14.19,0.22,1.74,0.33,0.7,0.016,0.015,3.06,0.9,0.08,0.8,0.91,0.04,1625,0.09,0.12,112.1,6.68,FALSE
2356,2,77,75,2/22/16,Lut2,M1,3.8431,3.3045,4.7913,13.013,9.184,13.5,0.88,1.56,1.23,24,42.53,33.47,14.33,0.25,1.51,0.34,0.73,0.01,0.023,2.7,0.89,0.08,0.3,0.91,0.03,1681,0.09,0.13,246.56,6.36,FALSE
2357,2,46,64,2/28/16,NoneListed,M1,3.4994,2.941,4.6771,12.178,8.675,12.5,0.92,1.52,0.97,27,44.6,28.4,14.24,0.24,1.44,0.25,0.57,0.018,0.013,2.52,0.75,0.07,1.1,0.75,0.04,1599,0.06,0.06,24.59,6.79,FALSE
2357,2,53,64,2/28/16,NoneListed,M1,2.6134,2.9261,4.6096,11.201,8.581,9.8,0.62,1.08,0.86,24.33,42.23,33.45,14.51,0.29,1.04,0.21,0.49,0.017,0.01,1.81,0.64,0.06,1,0.62,0.04,1693,0.08,0.1,141.28,7.18,FALSE
2357,2,60,64,2/28/16,NoneListed,M1,2.2733,3.0164,4.6525,10.981,8.706,10.6,0.54,0.98,0.71,24.35,43.8,31.85,14.52,0.29,0.94,0.15,0.4,0.02,0.016,1.58,0.56,0.05,0.9,0.52,0.05,1942,0.08,0.09,170.93,6.96,FALSE
2357,2,67,64,2/28/16,NoneListed,M1,3.8813,2.9155,4.6982,12.542,8.657,11.5,0.75,1.5,1.58,19.59,39.07,41.35,14.8,0.29,1.45,0.42,0.78,0.037,0.038,2.58,1.06,0.11,1.9,0.98,0.12,2021,0.13,0.18,268.76,6.45,FALSE
2358,2,44,62,2/7/16,NoneListed,M1,3.5605,2.727,4.7477,12.082,8.513,10.8,0.9,1.49,1.02,26.39,43.82,29.79,14.28,0.25,1.41,0.24,0.68,0.011,0.016,2.47,0.85,0.09,1.4,0.87,0.04,1557,0.04,0.05,136.77,6.81,FALSE
2358,2,51,62,2/7/16,NoneListed,M1,2.9216,2.7764,4.6634,11.405,8.474,12.1,0.76,1.22,0.83,26.93,43.43,29.64,14.32,0.26,1.16,0.19,0.53,0.008,0.022,2.05,0.67,0.07,1,0.68,0.04,1519,0.01,0.03,174.56,6.97,FALSE
2358,2,58,62,2/7/16,NoneListed,M1,3.8196,2.7879,4.7373,12.398,8.572,11.5,0.97,1.6,1.11,26.42,43.45,30.13,14.26,0.24,1.51,0.28,0.7,0.011,0.025,2.68,0.88,0.09,1.3,0.89,0.05,1610,0.07,0.08,116.97,6.67,FALSE
2358,2,65,62,2/7/16,NoneListed,M1,3.6616,2.6248,4.8388,12.167,8.496,9.6,0.91,1.62,1.03,25.64,45.4,28.96,14.3,0.24,1.52,0.26,0.63,0.017,0.024,2.6,0.84,0.07,1,0.82,0.05,1700,0.04,0.05,77.84,6.4,FALSE
2359,2,59,73,4/27/16,SCRHeat,M1,4.2244,2.939,4.7657,12.993,8.769,16.1,1.11,1.58,1.5,26.48,37.68,35.84,14.09,0.23,1.58,0.4,0.63,0.025,0.044,3.05,0.88,0.13,0.6,0.87,0.09,1339,0.09,0.14,319.78,6.62,TRUE
2359,2,73,73,4/27/16,SCRHeat,M1,2.653,3.1201,4.655,11.495,8.845,12.8,0.67,1.05,0.85,26.13,40.84,33.03,14.33,0.28,1.06,0.17,0.44,0.018,0.026,1.87,0.6,0.08,0.9,0.59,0.05,1537,0.07,0.07,195.76,7.32,TRUE
2361,2,44,63,12/12/15,TimeBred,M1,4.4032,2.9601,4.7786,13.217,8.815,11.5,1.11,2.02,1.19,25.64,46.87,27.5,14.06,0.19,1.92,0.32,0.7,0.015,0.006,3.22,0.92,0.05,1.6,0.92,0.02,1788,0.08,0.13,28.58,6.31,TRUE
2361,2,53,63,12/12/15,TimeBred,M1,4.5394,2.8793,4.7426,13.232,8.689,13.8,1.1,2.05,1.3,24.72,46.03,29.24,14.07,0.19,1.95,0.37,0.74,0.013,0.018,3.3,0.96,0.06,1.2,0.97,0.03,1660,0.07,0.11,44.91,6.38,TRUE
2361,2,60,63,12/12/15,TimeBred,M1,4.0491,2.9677,4.7654,12.856,8.807,15.3,0.98,1.82,1.17,24.67,45.86,29.47,14.17,0.22,1.73,0.29,0.68,0.015,0.024,2.89,0.9,0.06,1.3,0.89,0.04,1728,0.06,0.09,125.59,6.61,TRUE
2361,2,67,63,12/12/15,TimeBred,M1,3.1016,2.7992,4.8067,11.765,8.66,15,0.7,1.42,0.88,23.42,47.21,29.38,14.26,0.24,1.36,0.23,0.56,0.004,0.018,2.21,0.7,0.04,0.4,0.71,0.01,1688,0.06,0.1,217.71,6.54,TRUE
2361,3,51,61,11/19/16,Lut2,M1,4.3338,2.74,4.7708,12.925,8.585,16.5,0.85,1.66,1.6,20.67,40.43,38.89,14.44,0.29,1.56,0.41,0.99,0.003,0.042,2.79,1.19,0.12,0.8,1.28,0.04,2059,0.14,0.17,397.77,6.63,FALSE
2361,3,58,61,11/19/16,Lut2,M1,4.0936,2.617,4.741,12.522,8.417,15.3,0.87,1.64,1.42,22.08,41.82,36.1,14.21,0.24,1.54,0.41,0.83,0,0.03,2.78,1.01,0.09,1.1,1.09,0.02,1813,0.11,0.14,254.87,6.69,FALSE
2362,2,62,79,7/23/16,TimeBred,M1,4.4752,2.6985,4.9907,13.244,8.768,6,0.95,1.68,1.67,22.16,39.08,38.76,14.43,0.3,1.67,0.41,1.08,0.002,0.031,2.97,1.27,0.1,0.6,1.32,0.03,1864,0.08,0.06,341.12,5.81,FALSE
2362,2,69,79,7/23/16,TimeBred,M1,4.4185,2.8955,4.7641,13.169,8.748,7,1.07,1.68,1.55,24.99,39.01,36.01,14.21,0.26,1.68,0.41,0.9,-0.002,0.026,3.1,1.07,0.09,1,1.13,0.02,1566,0.07,0.08,239.7,6.23,FALSE
2362,2,83,79,7/23/16,TimeBred,M1,4.7091,2.9822,4.9378,13.74,9.037,8.4,1.07,1.93,1.58,23.36,42.15,34.49,14.24,0.24,1.82,0.46,0.88,0.003,0.026,3.32,1.07,0.09,1.1,1.12,0.03,1664,0.08,0.1,243.01,5.9,FALSE
2363,2,45,62,1/23/16,NoneListed,M1,2.2946,2.8449,4.8042,10.989,8.691,11.2,0.51,1,0.75,22.55,44.32,33.13,14.44,0.28,0.95,0.2,0.41,0.016,0.016,1.6,0.54,0.05,1.1,0.53,0.04,1678,0.02,0.03,250.83,6.8,TRUE
2363,2,52,62,1/23/16,NoneListed,M1,2.7645,2.9131,4.7228,11.454,8.686,13.3,0.65,1.27,0.8,23.95,46.63,29.43,14.35,0.26,1.18,0.2,0.48,0.012,0.019,1.95,0.63,0.06,1.3,0.62,0.03,1552,-0.01,0.01,199.21,6.75,TRUE
2363,2,59,62,1/23/16,NoneListed,M1,3.5064,2.9436,4.7069,12.218,8.709,13,0.83,1.48,1.1,24.29,43.48,32.23,14.34,0.26,1.4,0.28,0.64,0.017,0.027,2.44,0.83,0.09,1.1,0.83,0.05,1666,0.04,0.04,192.99,6.71,TRUE
2363,2,66,62,1/23/16,NoneListed,M1,3.5833,2.8372,4.7422,12.217,8.629,10.3,0.76,1.47,1.31,21.58,41.47,36.95,14.47,0.26,1.41,0.37,0.66,0.025,0.029,2.47,0.87,0.09,1.4,0.84,0.07,1669,0.05,0.09,260.1,6.65,TRUE
2363,3,71,82,1/21/17,TimeBred,M1,3.248,2.7908,4.7642,11.886,8.633,8.7,0.62,1.24,1.18,20.38,40.74,38.88,14.75,0.32,1.15,0.28,0.76,0.018,0.022,2.03,0.93,0.12,1.9,0.95,0.05,1620,0.03,0.05,381.9,6.83,TRUE
2363,3,78,82,1/21/17,TimeBred,M1,4.4658,2.7864,4.6962,13.021,8.543,9.4,0.96,1.69,1.71,21.98,38.84,39.19,14.51,0.27,1.59,0.5,0.89,0.021,0.037,2.98,1.13,0.12,2.8,1.17,0.08,1740,0.08,0.13,332.75,6.5,TRUE
2363,3,85,82,1/21/17,TimeBred,M1,3.2049,2.8776,4.7599,11.914,8.705,13.9,0.66,1.24,1.18,21.47,40.19,38.34,14.57,0.29,1.16,0.34,0.62,0.018,0.035,2.13,0.8,0.1,1.7,0.83,0.06,1684,0.04,0.08,400.16,6.76,TRUE
2364,2,61,77,4/2/16,SCRHeat,M1,4.0665,3.0128,4.9128,13.05,8.99,9.3,1.02,1.68,1.43,24.68,40.75,34.56,14.13,0.21,1.64,0.4,0.56,0.033,0.024,2.97,0.83,0.09,2.5,0.78,0.09,1806,0.07,0.12,278.72,6.15,TRUE
2364,2,67,77,4/2/16,SCRHeat,M1,4.4896,3.0117,4.8306,13.404,8.918,9.6,1.2,1.72,1.66,26.23,37.5,36.27,13.89,0.2,1.72,0.45,0.59,0.031,0.038,3.31,0.89,0.11,0.7,0.85,0.1,1802,0.1,0.13,237.45,6.03,TRUE
2364,2,74,77,4/2/16,SCRHeat,M1,4.0832,3.0853,4.8175,13.0595,8.9815,10.65,1.08,1.555,1.58,25.66,36.84,37.5,14.02,0.21,1.55,0.47,0.5,0.031,0.038,3.03,0.77,0.12,0.7,0.74,0.1,1766,0.085,0.165,317.755,6.265,TRUE
2364,2,81,77,4/2/16,SCRHeat,M1,3.83455,3.0884,4.82585,12.82,8.9915,11.8,1.02,1.495,1.35,26.42,38.68,34.905,14.075,0.23,1.48,0.36,0.54,0.026,0.034,2.79,0.79,0.11,0.7,0.76,0.08,1835,0.08,0.125,305.63,6.13,TRUE
2366,2,64,81,6/4/16,TimeBred,M1,3.731,2.6538,4.651,12.081,8.339,11.4,0.89,1.38,1.23,25.5,39.33,35.17,14.54,0.31,1.38,0.28,0.79,0.009,0.018,2.53,0.92,0.12,1,0.99,0.04,1110,0.06,0.06,131.58,7.09,FALSE
2366,2,71,81,6/4/16,TimeBred,M1,3.8849,2.7341,4.6486,12.342,8.446,13.2,0.95,1.54,1.09,26.5,42.99,30.5,14.49,0.29,1.52,0.23,0.81,0.007,0.009,2.67,0.94,0.11,1.3,1.01,0.02,1143,0.06,0.05,44.85,7.04,FALSE
2366,2,78,81,6/4/16,TimeBred,M1,3.2974,2.7729,4.7112,11.854,8.548,12.4,0.79,1.33,0.94,25.8,43.58,30.62,14.56,0.3,1.32,0.21,0.69,0.001,0.006,2.3,0.78,0.08,1.3,0.84,0,1130,0.05,0.05,89.28,7.07,FALSE
2367,2,84,102,3/12/16,TimeBred,M1,3.7193,3.3131,4.6316,12.736,9.026,12.3,0.9,1.42,1.26,25.15,39.57,35.28,14.34,0.26,1.39,0.37,0.64,0.013,0.035,2.64,0.81,0.11,0.7,0.83,0.06,1351,0.11,0.15,198.34,6.68,FALSE
2367,2,85,102,3/12/16,TimeBred,M1,4.4933,3.2107,4.5676,13.344,8.853,12.6,1.12,1.82,1.37,26.08,42.13,31.78,14.24,0.23,1.76,0.39,0.76,0.014,0.032,3.22,0.96,0.11,1,0.98,0.06,1334,0.1,0.13,58.76,6.39,FALSE
2367,2,91,102,3/12/16,TimeBred,M1,4.5577,3.3603,4.6106,13.612,9.064,13,1.12,1.81,1.44,25.54,41.52,32.93,14.26,0.24,1.76,0.41,0.79,0.016,0.03,3.25,1,0.12,1.3,1.02,0.06,1463,0.13,0.17,88.37,6.34,FALSE
2367,2,92,102,3/12/16,TimeBred,M1,4.9731,3.3385,4.5843,13.981,9.016,13.2,1.25,1.94,1.62,26.02,40.35,33.63,14.15,0.22,1.89,0.47,0.8,0.021,0.038,3.58,1.04,0.14,1.4,1.05,0.08,1353,0.13,0.16,98.51,6.39,FALSE
2367,2,98,102,3/12/16,TimeBred,M1,4.6824,3.4421,4.6632,13.878,9.21,13.1,1.15,1.79,1.54,25.64,39.97,34.39,14.31,0.25,1.74,0.42,0.82,0.02,0.041,3.28,1.05,0.15,0.9,1.07,0.09,1349,0.12,0.15,190.35,6.49,FALSE
2367,2,99,102,3/12/16,TimeBred,M1,4.9806,3.3675,4.549,13.984,9.012,13.6,1.22,1.96,1.54,25.92,41.54,32.54,14.3,0.24,1.9,0.43,0.9,0.014,0.037,3.51,1.11,0.14,0.9,1.15,0.07,1246,0.12,0.14,39.05,6.33,FALSE
2367,2,106,102,3/12/16,TimeBred,M1,5.4105,3.384,4.6003,14.488,9.088,13,1.31,2.14,1.8,25,40.7,34.3,14.21,0.21,2.08,0.55,0.88,0.023,0.047,3.9,1.14,0.13,1.3,1.14,0.09,1345,0.14,0.18,82.03,6.28,FALSE
2367,2,107,102,3/12/16,TimeBred,M1,4.8859,3.4662,4.6244,14.07,9.199,10.6,1.23,1.81,1.83,25.26,37.22,37.52,14.17,0.22,1.78,0.53,0.73,0.031,0.04,3.51,1.01,0.15,1.5,1,0.11,1446,0.15,0.21,236.04,6.4,FALSE
2369,2,45,63,7/24/16,Lut2,M1,3.6029,2.9281,4.7164,12.332,8.727,11.7,0.84,1.33,1.26,24.59,38.71,36.7,14.59,0.31,1.34,0.3,0.78,0.008,0.016,2.45,0.91,0.1,0.9,0.97,0.02,1002,0.02,0.02,202.84,7.15,FALSE
2369,2,46,63,7/24/16,Lut2,M1,3.5807,2.8868,4.87,12.421,8.841,12.7,0.78,1.35,1.3,22.78,39.31,37.92,14.69,0.32,1.36,0.3,0.81,0.008,0.027,2.38,0.96,0.11,1.1,1.01,0.03,904,0.02,0.01,216.81,6.71,FALSE
2369,2,47,63,7/24/16,Lut2,M1,4.19,2.9931,4.6147,12.892,8.698,12.9,1,1.5,1.52,24.82,37.39,37.79,14.56,0.31,1.51,0.37,0.87,0.013,0.034,2.84,1.06,0.14,0.7,1.09,0.07,1513,0.09,0.09,198.24,6.71,FALSE
2369,2,48,63,7/24/16,Lut2,M1,3.4103,2.7248,4.6534,11.857,8.435,8.9,0.81,1.27,1.21,24.72,38.52,36.76,14.58,0.31,1.29,0.29,0.7,0.012,0.019,2.35,0.83,0.1,0.7,0.87,0.04,1150,0.03,0.02,146.02,7.05,FALSE
2369,2,49,63,7/24/16,Lut2,M1,4.3382,2.9252,4.6463,13.001,8.658,11.4,0.99,1.49,1.69,23.81,35.79,40.4,14.58,0.31,1.52,0.44,0.94,0.01,0.029,2.93,1.1,0.15,0.8,1.17,0.05,1093,0.08,0.09,253.62,6.89,FALSE
2369,2,50,63,7/24/16,Lut2,M1,3.6818,3.0085,4.7427,12.524,8.844,11.8,0.92,1.37,1.23,26.07,39.01,34.92,14.48,0.3,1.39,0.28,0.76,0.006,0.014,2.54,0.88,0.11,0.9,0.95,0.02,1045,0.04,0.03,193.92,7.05,FALSE
2369,2,51,63,7/24/16,Lut2,M1,3.9918,3.0146,4.8021,12.904,8.915,12.6,0.92,1.35,1.58,23.98,34.97,41.06,14.64,0.33,1.37,0.37,0.88,0.014,0.037,2.63,1.08,0.15,0.6,1.11,0.08,1665,0.09,0.09,358.95,6.46,FALSE
2369,2,52,63,7/24/16,Lut2,M1,4.0992,2.8883,4.6117,12.685,8.578,10.2,1.02,1.41,1.55,25.66,35.38,38.95,14.41,0.3,1.43,0.37,0.85,0.008,0.026,2.8,1.01,0.14,0.6,1.08,0.05,1153,0.08,0.09,249.34,6.84,FALSE
2369,2,66,63,7/24/16,Lut2,M1,5.8134,3.0611,4.5846,14.582,8.768,13.8,1.37,2.15,2.03,24.71,38.73,36.56,14.46,0.28,2.03,0.55,1.08,0.025,0.052,3.97,1.38,0.2,0.7,1.41,0.13,1330,0.11,0.13,201.93,6.38,FALSE
2370,2,60,77,2/27/16,Lut2,M1,4.1556,3.0101,4.6307,12.867,8.709,14.9,1.04,1.76,1.23,25.82,43.62,30.57,14.25,0.23,1.67,0.35,0.67,0.019,0.035,2.98,0.88,0.1,0.8,0.88,0.06,1415,0.08,0.11,91.11,6.92,FALSE
2370,2,67,77,2/27/16,Lut2,M1,3.6414,3.1296,4.586,12.431,8.79,13.5,0.92,1.54,1.07,25.99,43.69,30.32,14.36,0.25,1.47,0.29,0.6,0.019,0.019,2.6,0.77,0.1,1.7,0.78,0.05,1372,0.07,0.11,127.72,6.99,FALSE
2370,2,73,77,2/27/16,Lut2,M1,4.4355,3.2259,4.4991,13.232,8.798,13.7,1.1,1.79,1.34,26.07,42.37,31.56,14.27,0.24,1.73,0.36,0.75,0.024,0.027,3.15,0.97,0.12,1.3,0.98,0.07,1386,0.09,0.12,105.45,6.88,FALSE
2370,2,74,77,2/27/16,Lut2,M1,3.8686,3.2133,4.564,12.712,8.846,13.1,0.96,1.58,1.18,25.81,42.41,31.78,14.37,0.25,1.53,0.3,0.65,0.018,0.025,2.75,0.83,0.11,1.1,0.84,0.06,1408,0.09,0.11,99.84,7.03,FALSE
2370,2,80,77,2/27/16,Lut2,M1,3.5798,3.2887,4.6203,12.558,8.986,14.5,0.89,1.44,1.13,25.79,41.58,32.63,14.33,0.26,1.4,0.29,0.58,0.019,0.029,2.55,0.77,0.11,1.1,0.77,0.06,1348,0.06,0.08,157.89,6.96,FALSE
2370,2,81,77,2/27/16,Lut2,M1,3.8343,3.2569,4.5381,12.698,8.867,14.5,0.93,1.55,1.19,25.29,42.25,32.45,14.38,0.25,1.51,0.33,0.65,0.017,0.026,2.72,0.83,0.1,1.3,0.84,0.06,1387,0.08,0.13,152.88,6.91,FALSE
2376,2,50,68,5/1/16,Lut2,M1,4.1016,2.8588,4.626,12.642,8.534,9.4,1.11,1.55,1.48,26.79,37.39,35.82,13.87,0.21,1.56,0.44,0.59,0.012,0.024,3.05,0.78,0.1,0.6,0.8,0.05,1567,0.1,0.15,166.42,6.68,FALSE
2376,2,64,68,5/1/16,Lut2,M1,4.9346,2.7323,4.7296,13.461,8.52,10.8,1.12,1.88,1.81,23.26,39.09,37.65,14.21,0.23,1.88,0.52,0.9,0.018,0.043,3.47,1.14,0.11,1,1.14,0.07,1569,0.11,0.14,155.93,6.2,FALSE
2376,2,71,68,5/1/16,Lut2,M1,4.1581,3.1257,4.6326,13,8.844,10,1.01,1.67,1.3,25.32,41.94,32.74,14.28,0.24,1.66,0.34,0.76,0.011,0.009,2.95,0.92,0.09,1.5,0.96,0.03,1428,0.06,0.07,87.58,6.64,FALSE
2378,2,45,63,4/17/16,NoneListed,M1,4.1328,2.85005,4.68625,12.7255,8.5875,11.05,1.06,1.495,1.61,25.405,35.9,38.7,14.13,0.245,1.47,0.42,0.65,0.025,0.043,2.9,0.91,0.14,0.6,0.89,0.1,1808,0.09,0.15,329.57,6.425,FALSE
2378,2,52,63,4/17/16,NoneListed,M1,3.1723,2.8188,4.61705,11.653,8.4725,11.5,0.83,1.205,1.125,26.255,38.19,35.56,14.205,0.26,1.21,0.27,0.49,0.016,0.022,2.28,0.68,0.09,0.7,0.68,0.06,1733,0.06,0.095,245.68,6.795,FALSE
2378,2,59,63,4/17/16,NoneListed,M1,4.9776,2.6688,4.771,13.469,8.484,7.7,1.12,1.62,2.19,22.75,32.87,44.38,14.27,0.29,1.61,0.55,1.05,0.027,0.069,3.27,1.38,0.19,0.4,1.36,0.14,2275,0.22,0.29,620.24,5.97,FALSE
2382,2,72,89,6/11/16,TimeBred,M1,3.9215,2.9526,4.5966,12.559,8.632,12.1,0.93,1.53,1.17,25.7,42.17,32.13,14.48,0.3,1.51,0.26,0.8,0.013,0.021,2.69,0.96,0.11,1.5,1.01,0.04,1366,0.03,0.03,136.13,6.7,FALSE
2382,2,79,89,6/11/16,TimeBred,M1,4.1811,2.8941,4.4558,12.617,8.425,9.3,0.92,1.68,1.27,23.82,43.29,32.89,14.71,0.3,1.65,0.3,0.9,0.018,0.002,2.85,1.05,0.1,2.4,1.09,0.04,1301,0.05,0.08,65.37,7.24,FALSE
2382,2,93,89,6/11/16,TimeBred,M1,3.8632,3.0198,4.6014,12.577,8.71,9.3,0.87,1.51,1.23,24.09,41.94,33.97,14.63,0.31,1.49,0.27,0.84,0.016,0.011,2.6,1,0.1,2.6,1.03,0.04,1476,0.05,0.06,153.8,6.96,FALSE
2383,2,66,83,6/18/16,TimeBred,M1,4.7116,2.8787,4.863,13.546,8.833,7.6,0.97,1.83,1.76,21.29,40.14,38.57,14.7,0.28,1.82,0.51,0.93,0.018,0.033,3.27,1.14,0.11,1.7,1.15,0.07,1633,0.08,0.12,189.23,6.19,FALSE
2383,2,80,83,6/18/16,TimeBred,M1,3.7732,3.0508,4.7051,12.624,8.85,10.6,0.81,1.51,1.23,22.89,42.53,34.58,14.71,0.31,1.5,0.29,0.79,0.013,0.019,2.56,0.95,0.1,2,0.98,0.04,1453,0.05,0.07,239.61,6.62,FALSE
2383,2,87,83,6/18/16,TimeBred,M1,3.9275,2.9413,4.8102,12.769,8.842,11.9,0.81,1.47,1.51,21.29,38.89,39.82,14.82,0.32,1.49,0.36,0.86,0.017,0.035,2.6,1.05,0.12,1.8,1.06,0.07,1423,0.06,0.08,266.33,6.43,FALSE
2384,2,56,71,6/30/16,SCRHeat,M1,3.5828,2.8277,4.7482,12.237,8.649,12.7,0.78,1.34,1.26,23.06,39.59,37.35,14.58,0.32,1.33,0.27,0.83,0.003,0.027,2.36,0.97,0.11,1.4,1.03,0.03,1285,0.06,0.05,217.76,6.94,FALSE
2384,2,63,71,6/30/16,SCRHeat,M1,2.732,2.8736,4.766,11.445,8.709,13.5,0.61,1,1.06,22.84,37.43,39.73,14.66,0.33,1.02,0.24,0.6,0.005,0.021,1.83,0.71,0.09,1.3,0.75,0.03,1240,0.05,0.05,205.67,7.19,FALSE
2384,2,70,71,6/30/16,SCRHeat,M1,3.8115,2.7454,4.5802,12.21,8.385,10.9,0.89,1.39,1.42,23.99,37.66,38.35,14.6,0.31,1.41,0.34,0.8,0.011,0.024,2.59,0.95,0.12,1.6,1,0.05,1221,0.07,0.07,131.12,7.44,FALSE
2384,2,77,71,6/30/16,SCRHeat,M1,3.494,2.794,4.7518,12.114,8.614,13.6,0.84,1.34,1.17,25.02,40.06,34.92,14.53,0.3,1.35,0.26,0.72,0.006,0.025,2.4,0.85,0.1,1.5,0.9,0.03,1111,0.06,0.06,134.53,7.03,FALSE
2385,2,46,66,3/22/16,NoneListed,M1,2.5876,2.8225,4.6013,11.039,8.441,14.8,0.57,1.16,0.81,22.46,45.66,31.88,14.62,0.3,1.11,0.15,0.44,0.035,0.026,1.76,0.66,0.07,1.6,0.58,0.09,2221,0.05,0.07,188.97,7.32,FALSE
2385,2,53,66,3/22/16,NoneListed,M1,2.9251,2.8448,4.6772,11.48,8.548,12,0.63,1.21,1.04,21.78,42,36.22,14.68,0.3,1.17,0.24,0.52,0.035,0.031,1.98,0.75,0.08,1.5,0.67,0.11,2338,0.09,0.15,262.6,6.95,FALSE
2385,2,61,66,3/22/16,NoneListed,M1,2.7086,2.7072,4.7481,11.186,8.468,11.4,0.64,1.02,1.14,22.89,36.43,40.67,14.55,0.3,1,0.24,0.36,0.046,0.044,1.85,0.66,0.12,1.5,0.55,0.15,2106,0.08,0.13,382.79,6.89,FALSE
2385,2,67,66,3/22/16,NoneListed,M1,3.1285,2.8727,4.8324,11.883,8.755,12.3,0.69,1.07,1.45,21.51,33.27,45.22,14.58,0.31,1.07,0.34,0.54,0.041,0.055,2.07,0.84,0.13,1.6,0.74,0.15,2423,0.11,0.18,530.1,6.53,FALSE
2386,2,64,77,5/10/16,SCRHeat,M1,2.781,2.5185,4.6473,10.973,8.176,8,0.67,1.1,0.91,24.96,41,34.04,14.24,0.27,1.1,0.2,0.58,0.002,0.005,1.93,0.69,0.05,1.4,0.72,0,1684,0.11,0.12,108.78,6.92,FALSE
2386,2,71,77,5/10/16,SCRHeat,M1,3.4052,2.6437,4.5493,11.639,8.219,10,0.83,1.37,1.05,25.48,42.15,32.37,14.19,0.26,1.36,0.22,0.71,0.003,0.005,2.35,0.84,0.07,1.4,0.89,0.01,1631,0.09,0.08,95.04,7.15,FALSE
2386,2,77,77,5/10/16,SCRHeat,M1,3.9164,2.6433,4.6193,12.226,8.297,13.3,0.87,1.5,1.32,23.55,40.59,35.86,14.29,0.27,1.48,0.3,0.88,0.011,0.024,2.61,1.06,0.09,1.5,1.09,0.04,1886,0.13,0.13,224.99,6.81,FALSE
2387,2,45,62,8/13/16,Lut2,M1,3.874,3.2385,4.7714,13.003,9.139,10.7,0.86,1.49,1.38,22.99,39.96,37.05,14.35,0.28,1.42,0.4,0.77,0.008,0.03,2.66,0.95,0.1,1.2,0.97,0.04,1651,0.08,0.1,334.92,6.55,TRUE
2387,2,46,62,8/13/16,Lut2,M1,4.3075,3.1761,4.7524,13.355,9.054,9.9,0.97,1.71,1.48,23.35,41.14,35.51,14.36,0.27,1.62,0.43,0.79,0.013,0.031,3.01,0.99,0.11,1.2,1.01,0.06,1574,0.07,0.1,287.72,6.53,TRUE
2387,2,47,62,8/13/16,Lut2,M1,3.8723,3.207,4.6507,12.846,8.979,10.4,0.81,1.5,1.43,21.73,40.04,38.23,14.49,0.29,1.43,0.42,0.79,0.007,0.03,2.65,0.95,0.1,1.1,0.98,0.04,1552,0.07,0.1,290.76,6.69,TRUE
2387,2,48,62,8/13/16,Lut2,M1,4.9317,3.1609,4.6576,13.873,8.945,11.7,1.05,1.94,1.76,22.07,40.88,37.05,14.44,0.27,1.84,0.52,0.97,0.012,0.04,3.4,1.19,0.12,1.4,1.21,0.06,1327,0.07,0.1,265.94,6.7,TRUE
2387,2,49,62,8/13/16,Lut2,M1,4.8723,3.185,4.6577,13.838,8.971,11.8,1.07,1.97,1.64,22.87,42.05,35.08,14.44,0.27,1.85,0.45,0.94,0.017,0.034,3.36,1.17,0.12,1.3,1.18,0.07,1353,0.06,0.06,231.33,6.61,TRUE
