ID,LACT,DIMatSample,DIMatBreeding,DateofBreeding,ReasonBred,Milking.Shift,Fat...D,CU.Protein,CU.Lactose,Tot.Solids,SNF,NPN.CU,Denovo.FA,Mixed.FA,Performed.FA,DeNovo.Cal.Rel.,Mixed.Cal.Rel..,Preformed.Cal.Rel..,mChainL,mUnsat,PalmiticAcid,StearicAcid,OleicAcid,C181T10,C181T11,SatFAmasspermass,MonoFAmasspermass,PolyFAsmasspermass,FreeFA,CisFAmasspermass,TransFAmasspermass,CitricAcid,BHB,Acetone,Blood.NEFA..ueq.L.,Conductivity,preg
1831,5,55,70,12/31/15,SCRHeat,M1,3.7517,2.9884,4.6386,12.451,8.697,12,0.96,1.5,1.11,26.91,42.05,31.04,14.12,0.24,1.44,0.3,0.67,0.007,0.033,2.65,0.84,0.09,0.2,0.87,0.04,1556,0.06,0.08,217.78,6.67,FALSE
1831,5,60,70,12/31/15,SCRHeat,M1,3.8438,2.9894,4.6808,12.584,8.738,11.7,0.92,1.59,1.16,25.15,43.15,31.7,14.25,0.25,1.48,0.32,0.74,0.011,0.034,2.66,0.92,0.1,0.6,0.94,0.05,1507,0.03,0.05,174.79,6.66,FALSE
1831,5,76,70,12/31/15,SCRHeat,M1,4.083,3.0197,4.6705,12.848,8.764,12.2,1.04,1.75,1.18,26.14,44.14,29.72,14.15,0.22,1.63,0.34,0.68,0.013,0.027,2.94,0.87,0.09,1,0.88,0.05,1448,0.06,0.08,110.75,6.62,FALSE
1834,5,52,71,5/2/16,Lut2,M1,3.4511,2.5975,4.6385,11.719,8.254,11,0.88,1.24,1.31,25.59,36.13,38.28,14.2,0.27,1.24,0.31,0.62,0.012,0.029,2.4,0.8,0.13,1.4,0.84,0.05,1188,0.05,0.11,299.11,6.83,FALSE
1834,5,66,71,5/2/16,Lut2,M1,3.7061,2.6807,4.7844,12.22,8.507,11.6,0.93,1.36,1.27,26.12,38.21,35.67,14.08,0.26,1.36,0.3,0.73,0.005,0.026,2.56,0.89,0.11,1.4,0.94,0.03,1505,0.1,0.13,256.15,6.61,FALSE
1846,5,72,89,3/12/16,TimeBred,M1,2.9308,2.7607,4.7102,11.429,8.489,10.6,0.69,1.16,0.9,25.07,42.18,32.75,14.39,0.3,1.11,0.18,0.62,0.012,0.027,1.95,0.79,0.09,0.9,0.79,0.04,1753,0.07,0.08,224.2,6.75,FALSE
1846,5,79,89,3/12/16,TimeBred,M1,3.8107,2.8669,4.7594,12.481,8.667,11.5,0.9,1.51,1.17,25.12,42.24,32.65,14.39,0.28,1.45,0.27,0.76,0.017,0.03,2.59,0.96,0.11,0.9,0.98,0.06,1829,0.1,0.1,120.14,6.52,FALSE
1846,5,86,89,3/12/16,TimeBred,M1,3.4484,2.7651,4.7201,11.966,8.51,11.2,0.76,1.35,1.15,23.23,41.37,35.39,14.5,0.3,1.3,0.26,0.74,0.015,0.038,2.28,0.93,0.11,0.9,0.94,0.06,1774,0.07,0.08,201.16,6.69,FALSE
1846,5,94,89,3/12/16,TimeBred,M1,3.4562,2.9262,4.7529,12.18,8.722,11.3,0.83,1.32,1.22,24.73,39.12,36.16,14.35,0.28,1.28,0.29,0.62,0.026,0.043,2.37,0.86,0.11,0.8,0.82,0.09,1818,0.09,0.1,267.87,6.69,FALSE
1848,5,42,61,11/26/16,Lut2,M1,3.1327,2.8891,4.3554,11.455,8.309,15.2,0.76,1.3,0.93,25.37,43.5,31.13,14.22,0.25,1.22,0.26,0.56,0.003,0.011,2.2,0.67,0.08,0.5,0.76,0,1180,0.01,-0.01,52.31,8.24,FALSE
1848,5,43,61,11/26/16,Lut2,M1,3.7064,2.7914,4.3391,11.913,8.189,16.8,0.89,1.52,1.11,25.17,43.26,31.57,14.16,0.25,1.42,0.3,0.68,0.002,0.023,2.57,0.83,0.09,0.4,0.92,0.01,1163,0.01,-0.01,55.64,7.92,FALSE
1848,5,44,61,11/26/16,Lut2,M1,3.6863,2.7207,4.2299,11.707,7.998,14.2,0.85,1.44,1.25,23.91,40.71,35.38,14.32,0.26,1.36,0.35,0.7,0.001,0.027,2.52,0.84,0.11,0.6,0.93,0.03,1246,0.03,0.03,110.03,8.04,FALSE
1848,5,51,61,11/26/16,Lut2,M1,4.3368,2.7638,4.2543,12.433,8.076,16.9,0.98,1.7,1.46,23.71,41.02,35.27,14.24,0.24,1.61,0.42,0.83,0.004,0.032,2.98,1,0.11,0.9,1.09,0.03,1365,0.06,0.08,103.5,7.72,FALSE
1848,5,65,61,11/26/16,Lut2,M1,3.5834,2.4159,4.4935,11.552,7.945,16.5,0.72,1.41,1.32,20.8,40.79,38.4,14.43,0.28,1.32,0.35,0.76,0.01,0.037,2.35,0.94,0.1,0.5,0.96,0.05,1716,0.06,0.09,325.09,7.47,FALSE
1851,5,78,95,3/5/16,TimeBred,M1,3.7325,2.8757,4.4905,12.155,8.411,10.9,0.93,1.53,1.1,26.03,43.07,30.89,14.32,0.27,1.44,0.26,0.76,0.011,0.014,2.56,0.92,0.09,1,0.96,0.03,1551,0.09,0.1,70.66,7.08,TRUE
1851,5,84,95,3/5/16,TimeBred,M1,2.8145,2.9516,4.5458,11.35,8.528,11.3,0.68,1.12,0.85,25.61,42.25,32.15,14.35,0.29,1.07,0.18,0.6,0.01,0.01,1.9,0.73,0.08,0.4,0.76,0.02,1646,0.1,0.1,115.32,7.25,TRUE
1851,5,85,95,3/5/16,TimeBred,M1,2.6185,2.8949,4.3894,10.934,8.3,9.9,0.64,1.06,0.76,26.04,43.15,30.81,14.37,0.29,1.02,0.16,0.54,0.007,0.005,1.79,0.65,0.07,0.4,0.69,0.01,1502,0.09,0.11,55.75,7.31,TRUE
1851,5,91,95,3/5/16,TimeBred,M1,2.8536,2.9431,4.5052,11.339,8.476,12.9,0.72,1.16,0.83,26.63,42.65,30.72,14.3,0.29,1.11,0.17,0.55,0.012,0.015,1.96,0.7,0.09,0.4,0.73,0.03,1556,0.06,0.05,91.63,7.11,TRUE
1851,5,92,95,3/5/16,TimeBred,M1,3.391,2.9792,4.5723,11.988,8.592,11.6,0.82,1.35,1.04,25.61,41.95,32.44,14.37,0.28,1.29,0.24,0.68,0.015,0.015,2.31,0.86,0.1,1.1,0.88,0.04,1597,0.09,0.09,125.04,7.05,TRUE
1851,5,98,95,3/5/16,TimeBred,M1,2.4089,2.9136,4.4422,10.796,8.374,10.1,0.61,1,0.67,26.74,43.71,29.55,14.44,0.29,0.96,0.12,0.49,0.008,0,1.65,0.59,0.07,0.8,0.62,0.01,1473,0.07,0.07,51.01,7.32,TRUE
1851,5,99,95,3/5/16,TimeBred,M1,3.2657,3.0651,4.4837,11.864,8.593,11.6,0.78,1.29,0.97,25.66,42.47,31.87,14.42,0.29,1.24,0.19,0.71,0.013,0.006,2.18,0.85,0.1,0.8,0.9,0.03,1580,0.1,0.11,118.86,6.99,TRUE
1851,6,64,83,2/25/17,TimeBred,M1,3.7436,2.8765,4.5329,12.224,8.47,6.2,0.86,1.2,1.48,24.22,33.94,41.84,14.29,0.3,1.13,0.39,0.85,0.009,0.03,2.39,1.02,0.15,0.8,1.12,0.05,1345,0.11,0.15,436.81,7.37,FALSE
1851,6,73,83,2/25/17,TimeBred,M1,3.2803,2.8657,4.4928,11.709,8.417,10.2,0.78,1.26,1.04,25.43,40.9,33.67,14.31,0.28,1.17,0.27,0.71,0,0.007,2.2,0.82,0.09,1.2,0.93,0.01,1398,0.08,0.09,205.8,7.48,FALSE
1851,6,80,83,2/25/17,TimeBred,M1,3.5989,2.932,4.5008,12.096,8.485,10,0.9,1.38,1.11,26.64,40.71,32.66,14.21,0.27,1.28,0.28,0.69,0.014,0.016,2.43,0.85,0.12,0.8,0.94,0.05,1510,0.1,0.11,235.93,7.32,FALSE
1851,6,87,83,2/25/17,TimeBred,M1,3.461,2.9234,4.4982,11.96,8.477,11.2,0.87,1.3,1.08,26.78,40.04,33.17,14.32,0.27,1.21,0.26,0.71,0.001,0.004,2.32,0.83,0.11,1.1,0.94,0.01,1448,0.11,0.11,154.56,7.38,FALSE
1853,5,54,71,4/30/16,Lut2,M1,4.0552,2.7274,4.5906,12.419,8.353,11,1.04,1.51,1.51,25.51,37.23,37.26,14.12,0.24,1.51,0.39,0.66,0.018,0.033,2.89,0.88,0.13,0.4,0.9,0.07,1373,0.07,0.11,209.09,7.01,TRUE
1853,5,68,71,4/30/16,Lut2,M1,3.1779,2.782,4.5867,11.595,8.408,9.7,0.75,1.27,1.03,24.63,41.59,33.78,14.33,0.27,1.27,0.24,0.63,0.009,0.007,2.21,0.75,0.07,1,0.8,0.01,1314,0.05,0.05,62.51,7.06,TRUE
1855,5,48,67,8/29/16,SCRHeat,M1,3.0034,2.8843,4.5734,11.546,8.536,7.8,0.66,1.12,1.05,23.27,39.61,37.12,14.55,0.32,1.08,0.27,0.7,-0.003,0.007,2,0.78,0.09,1.3,0.86,0,1270,0.05,0.05,219.59,7.15,TRUE
1855,5,55,67,8/29/16,SCRHeat,M1,2.9812,2.9476,4.5939,11.612,8.627,6.3,0.65,1.05,1.09,23.45,37.62,38.93,14.57,0.31,0.99,0.31,0.67,0.003,0.014,1.93,0.82,0.11,1.2,0.88,0.03,1227,0.04,0.04,312.48,7.46,TRUE
1855,5,62,67,8/29/16,SCRHeat,M1,2.2978,3.1006,4.5284,11.023,8.728,9.2,0.52,0.85,0.75,24.45,40.09,35.45,14.62,0.32,0.79,0.18,0.52,0.003,0.01,1.45,0.66,0.08,1.5,0.7,0.02,1189,0.02,0.01,281.79,7.51,TRUE
1855,5,69,67,8/29/16,SCRHeat,M1,3.3806,3.1088,4.6037,12.195,8.82,6.7,0.73,1.24,1.19,23.14,39.14,37.72,14.62,0.32,1.16,0.31,0.75,0.007,0.018,2.15,0.95,0.13,1.2,1.01,0.04,1267,0.06,0.08,358.03,7.15,TRUE
1863,5,59,75,4/2/16,Lut2,M1,3.6635,2.997,4.6319,12.343,8.676,8.7,0.92,1.38,1.26,25.97,38.65,35.38,14.13,0.26,1.34,0.32,0.65,0.019,0.031,2.55,0.85,0.11,0.7,0.85,0.07,1968,0.14,0.15,250.54,6.79,FALSE
1863,5,65,75,4/2/16,Lut2,M1,2.9481,2.7261,4.6275,11.338,8.379,7.2,0.76,1.07,1.11,25.83,36.35,37.81,14.22,0.28,1.07,0.25,0.52,0.019,0.028,2.04,0.71,0.1,0.3,0.71,0.06,1693,0.08,0.08,242.2,6.97,FALSE
1863,5,72,75,4/2/16,Lut2,M1,3.57745,2.8169,4.5661,12.0085,8.421,10,0.94,1.33,1.295,26.34,37.31,36.355,14.155,0.255,1.31,0.34,0.58,0.019,0.034,2.53,0.8,0.12,0.3,0.8,0.07,1633,0.085,0.125,149.8,6.71,FALSE
1863,5,79,75,4/2/16,Lut2,M1,3.7046,2.9767,4.53945,12.2805,8.5705,9.85,1,1.355,1.325,27.24,36.8,35.96,14.06,0.255,1.33,0.35,0.57,0.025,0.042,2.63,0.81,0.14,0.3,0.81,0.09,1670,0.11,0.14,193.905,6.955,FALSE
1877,5,55,73,2/14/16,Lut2,M1,3.3455,2.4774,4.4097,11.258,7.884,10.9,0.82,1.34,1.06,25.39,41.61,33,14.37,0.27,1.28,0.27,0.66,0.012,0.024,2.3,0.81,0.08,1.9,0.82,0.05,1536,0.04,0.07,102.66,7.59,TRUE
1877,5,62,73,2/14/16,Lut2,M1,2.8942,2.3476,4.1954,10.448,7.514,13.8,0.7,1.29,0.83,24.89,45.57,29.54,14.31,0.28,1.2,0.16,0.55,0.02,0.021,1.98,0.73,0.07,1.2,0.72,0.04,1697,0.07,0.06,-89.25,8.03,TRUE
1877,5,69,73,2/14/16,Lut2,M1,2.1345,2.4807,4.4713,10.102,7.942,9.6,0.48,0.85,0.71,23.58,41.64,34.78,14.55,0.3,0.81,0.15,0.51,0.005,0.011,1.39,0.6,0.06,1.7,0.61,0.03,1592,0.04,0.06,151.1,7.53,TRUE
1877,5,76,73,2/14/16,Lut2,M1,1.8347,2.5729,4.3172,9.743,7.88,10.9,0.41,0.74,0.6,23.22,42.42,34.36,14.59,0.32,0.72,0.11,0.43,0.011,0.014,1.18,0.54,0.05,1.6,0.52,0.04,1852,0.06,0.08,172.74,7.69,TRUE
1877,6,68,85,2/11/17,TimeBred,M1,2.7655,2.5959,4.4519,10.868,8.082,11,0.57,1.04,0.96,22.12,40.41,37.47,14.67,0.31,0.97,0.27,0.63,0.01,0.021,1.78,0.73,0.08,2,0.78,0.04,1661,0.07,0.1,217.36,7.6,FALSE
1877,6,75,85,2/11/17,TimeBred,M1,2.8649,2.6495,4.575,11.148,8.267,11.4,0.61,1.07,1.1,21.97,38.39,39.64,14.55,0.29,1.01,0.34,0.56,0.008,0.033,1.93,0.71,0.08,1.8,0.73,0.06,1951,0.09,0.14,357.59,7.41,FALSE
1877,6,89,85,2/11/17,TimeBred,M1,2.5007,2.6181,4.4274,10.603,8.081,12.7,0.61,1.02,0.78,25.28,42.16,32.55,14.37,0.27,0.95,0.23,0.45,0.005,0.016,1.74,0.57,0.06,2.2,0.6,0.03,1683,0.07,0.1,139.95,7.67,FALSE
1878,5,51,61,10/1/16,Lut2,M1,2.6034,2.7653,4.7733,11.219,8.615,7.7,0.52,0.99,0.95,21.23,40.18,38.58,14.54,0.31,0.91,0.26,0.62,-0.003,0.013,1.64,0.77,0.08,1.5,0.83,0,1584,0.04,0.06,352.36,6.66,FALSE
1878,5,58,61,10/1/16,Lut2,M1,3.5894,2.8166,4.8006,12.292,8.704,8.4,0.77,1.34,1.25,22.92,39.86,37.22,14.43,0.3,1.25,0.33,0.8,0.007,0.025,2.29,1.02,0.12,1.6,1.07,0.04,1642,0.06,0.06,392.65,6.48,FALSE
1878,5,65,61,10/1/16,Lut2,M1,3.4185,2.8537,4.9,12.277,8.859,10.1,0.65,1.18,1.39,20.14,36.62,43.23,14.69,0.33,1.1,0.37,0.86,0.01,0.037,2.11,1.05,0.12,1.6,1.07,0.06,1795,0.05,0.05,485.15,6.4,FALSE
1881,4,386,388,7/30/16,TimeBred,M1,3.016,3.0163,4.136,11.259,8.228,14.7,0.69,1.2,1.02,23.67,41.28,35.04,14.6,0.32,1.15,0.25,0.58,0.014,0.03,2.05,0.75,0.09,1.3,0.74,0.06,1376,0.1,0.1,25.93,8.06,FALSE
1881,4,387,388,7/30/16,TimeBred,M1,3.2002,3.0009,4.3444,11.639,8.429,15.1,0.7,1.23,1.14,22.73,40.09,37.18,14.71,0.33,1.18,0.27,0.66,0.013,0.036,2.12,0.84,0.11,1.3,0.84,0.07,1434,0.1,0.1,123.14,7.69,FALSE
1881,4,388,388,7/30/16,TimeBred,M1,3.5217,3.0238,4.3875,12.031,8.502,14.4,0.76,1.36,1.24,22.51,40.55,36.94,14.74,0.33,1.29,0.29,0.74,0.016,0.037,2.32,0.94,0.12,1.5,0.94,0.08,1478,0.11,0.11,152.96,7.5,FALSE
1881,4,389,388,7/30/16,TimeBred,M1,3.3541,3.0055,4.4251,11.88,8.519,14.8,0.73,1.31,1.14,23.08,41.22,35.71,14.72,0.33,1.24,0.24,0.72,0.017,0.037,2.19,0.91,0.11,1.4,0.91,0.08,1406,0.1,0.09,131.98,7.66,FALSE
1881,4,390,388,7/30/16,TimeBred,M1,3.5612,3.0195,4.3554,12.034,8.464,13.9,0.78,1.36,1.26,22.91,40,37.09,14.72,0.33,1.29,0.29,0.74,0.019,0.036,2.35,0.95,0.12,1.4,0.94,0.08,1507,0.12,0.14,127.38,7.51,FALSE
1881,4,391,388,7/30/16,TimeBred,M1,2.7436,2.9083,4.3671,11.102,8.346,14.1,0.6,1.04,1,22.72,39.25,38.03,14.68,0.34,1,0.23,0.58,0.008,0.029,1.82,0.72,0.1,0.8,0.74,0.05,1345,0.09,0.08,120.32,7.7,FALSE
1882,5,65,82,6/11/16,TimeBred,M1,4.1666,3.0072,4.8286,13.099,8.933,12.3,1.12,1.68,1.15,28.39,42.48,29.12,14.03,0.25,1.65,0.28,0.69,0.007,0.031,3.02,0.87,0.1,0.7,0.92,0.03,1602,0.06,0.05,194.51,6.27,TRUE
1882,5,73,82,6/11/16,TimeBred,M1,5.1097,2.7675,4.8967,13.862,8.749,9.3,1.25,2.01,1.63,25.58,41.09,33.34,14.13,0.24,1.98,0.45,0.91,0.009,0.044,3.65,1.13,0.11,0.5,1.17,0.05,1531,0.07,0.08,155.56,6.01,TRUE
1882,5,74,82,6/11/16,TimeBred,M1,3.8822,2.9462,4.9433,12.863,8.983,10.9,0.93,1.54,1.19,25.49,42.06,32.45,14.29,0.28,1.52,0.31,0.73,0.004,0.039,2.73,0.9,0.1,0.7,0.94,0.03,1545,0.04,0.03,261.49,6.32,TRUE
1882,5,86,82,6/11/16,TimeBred,M1,3.9305,2.9712,4.8102,12.804,8.873,9.7,1.02,1.61,1.09,27.44,43.3,29.26,14.16,0.27,1.58,0.26,0.71,0.007,0.02,2.82,0.86,0.09,0.9,0.91,0.02,1587,0.05,0.04,149.34,6.35,TRUE
1891,4,42,59,11/12/16,Lut2,M1,4.822,2.4537,4.8028,13.144,8.308,5.8,0.86,1.57,2.28,18.27,33.34,48.39,14.67,0.32,1.5,0.65,1.13,0.018,0.065,3,1.44,0.17,0.8,1.45,0.11,1833,0.07,0.08,500.92,6.44,FALSE
1891,4,56,59,11/12/16,Lut2,M1,3.6636,2.7472,4.5888,12.074,8.399,11.2,0.86,1.36,1.27,24.51,39.06,36.42,14.21,0.26,1.29,0.38,0.69,0.004,0.034,2.51,0.84,0.12,1.1,0.93,0.03,1350,0.03,0.02,264.63,6.87,FALSE
1891,4,63,59,11/12/16,Lut2,M1,3.9546,2.5403,4.7118,12.27,8.302,7.4,0.82,1.43,1.56,21.63,37.49,40.88,14.32,0.27,1.36,0.48,0.83,0.002,0.04,2.64,0.99,0.11,1,1.07,0.04,1601,0.08,0.11,345.55,6.72,FALSE
1897,4,46,64,1/31/16,NoneListed,M1,3.2171,2.474,4.1482,10.861,7.608,11.8,0.68,1.28,1.13,22.01,41.43,36.56,14.51,0.28,1.21,0.33,0.72,0.001,0.017,2.18,0.81,0.08,1.1,0.85,0.02,1295,0.05,0.08,-5.99,8.1,FALSE
1897,4,53,64,1/31/16,NoneListed,M1,2.6691,2.4715,4.1472,10.305,7.599,12.3,0.6,1.07,0.89,23.35,41.88,34.77,14.43,0.28,1.03,0.23,0.61,-0.002,0.008,1.81,0.67,0.06,1.1,0.72,0,1222,0.04,0.06,-29.98,8.3,FALSE
1897,4,60,64,1/31/16,NoneListed,M1,2.5636,2.4047,4.0686,10.048,7.443,11.6,0.55,1.03,0.89,22.29,41.68,36.02,14.47,0.28,1,0.24,0.58,0.001,0.011,1.74,0.65,0.05,1,0.69,0.01,1311,0.07,0.09,-63.37,8.4,FALSE
1897,4,67,64,1/31/16,NoneListed,M1,2.977,2.4755,4,10.471,7.453,13.2,0.6,1.17,1.09,21.04,40.91,38.05,14.54,0.29,1.13,0.3,0.7,0.002,0.014,1.98,0.79,0.07,1.2,0.83,0.01,1272,0.08,0.09,-81.78,8.5,FALSE
1899,5,88,98,1/14/17,TimeBred,M1,2.3464,2.9581,4.507,10.899,8.545,8.8,0.46,0.94,0.81,20.72,42.59,36.69,14.77,0.33,0.87,0.17,0.54,0.021,0.013,1.46,0.7,0.07,1.6,0.67,0.06,2038,0.06,0.08,342.54,7.58,FALSE
1899,5,95,98,1/14/17,TimeBred,M1,2.112,2.9116,4.4591,10.566,8.436,9.1,0.44,0.86,0.75,21.64,41.87,36.49,14.74,0.33,0.79,0.16,0.46,0.017,0.011,1.35,0.6,0.06,1.3,0.61,0.05,1842,0.04,0.05,325.08,7.55,FALSE
1899,5,102,98,1/14/17,TimeBred,M1,2.7444,2.9766,4.4987,11.306,8.549,11.4,0.55,1.04,1.08,20.55,39.11,40.34,14.69,0.32,0.97,0.27,0.62,0.014,0.031,1.74,0.79,0.08,1.3,0.8,0.06,1983,0.08,0.11,380.75,7.3,FALSE
1914,4,51,70,12/12/15,NoneListed,M1,3.0969,3.2103,4.8967,12.289,9.204,7.7,0.71,1.16,1.06,24.33,39.44,36.23,14.4,0.3,1.11,0.25,0.7,0.007,0.012,2.04,0.84,0.11,0.3,0.89,0.02,1621,0.07,0.07,293.38,6.21,FALSE
1914,4,60,70,12/12/15,NoneListed,M1,3.2966,3.073,4.9103,12.357,9.069,9.9,0.71,1.21,1.2,22.72,38.77,38.51,14.47,0.3,1.16,0.3,0.77,0.007,0.021,2.15,0.92,0.11,0.5,0.96,0.03,1729,0.07,0.09,390.2,6.18,FALSE
1914,4,67,70,12/12/15,NoneListed,M1,2.865,3.0338,4.9398,11.911,9.054,9,0.66,1.08,0.95,24.4,40.09,35.52,14.46,0.3,1.03,0.22,0.65,0.008,0.015,1.88,0.78,0.1,0.7,0.83,0.02,1442,0.03,0.04,317.5,6.23,FALSE
1914,4,74,70,12/12/15,NoneListed,M1,3.3377,3.1043,4.9192,12.441,9.113,11.8,0.75,1.22,1.15,24.08,39.04,36.88,14.42,0.3,1.17,0.26,0.78,0.01,0.026,2.15,0.94,0.12,0.6,0.99,0.04,1703,0.07,0.06,344.99,6.15,FALSE
1915,5,69,86,6/4/16,TimeBred,M1,3.8718,2.7589,4.8739,12.561,8.688,10.8,0.91,1.47,1.32,24.53,39.79,35.68,14.42,0.3,1.45,0.3,0.79,0.013,0.032,2.62,0.99,0.11,1.2,1.02,0.05,1379,0.05,0.04,246.63,6.85,FALSE
1915,5,76,86,6/4/16,TimeBred,M1,3.633,2.5483,4.7416,11.983,8.337,11.2,0.75,1.37,1.28,22.05,40.29,37.66,14.65,0.33,1.35,0.29,0.87,0.009,0.033,2.37,1.05,0.1,1,1.08,0.04,1328,0.03,0.03,277.88,6.62,FALSE
1915,5,83,86,6/4/16,TimeBred,M1,3.4187,2.6233,4.736,11.841,8.411,12.4,0.75,1.35,1.13,23.25,41.79,34.96,14.58,0.31,1.33,0.26,0.76,0.004,0.025,2.31,0.91,0.08,1.3,0.94,0.02,1115,0.03,0.02,164.45,6.99,FALSE
1924,5,45,60,4/14/16,SCRHeat,M1,3.38345,2.91655,4.873,12.2285,8.8475,8.05,0.785,1.175,1.445,23.09,34.46,42.44,14.28,0.28,1.17,0.37,0.63,0.016,0.032,2.31,0.83,0.12,0.3,0.85,0.06,1709,0.075,0.13,487.82,6.435,FALSE
1924,5,52,60,4/14/16,SCRHeat,M1,3.4634,2.9414,4.77925,12.2415,8.7785,9,0.865,1.285,1.285,25.135,37.505,37.36,14.215,0.26,1.31,0.33,0.61,0.01,0.019,2.48,0.79,0.1,0.3,0.82,0.04,1473,0.065,0.105,302.66,6.505,FALSE
1924,5,59,60,4/14/16,SCRHeat,M1,4.3252,2.8784,4.8389,13.104,8.779,9.1,1.08,1.62,1.64,24.9,37.27,37.83,14.11,0.23,1.62,0.44,0.71,0.019,0.033,3.09,0.94,0.13,0.3,0.96,0.07,1452,0.07,0.11,251.31,6.36,FALSE
1950,5,80,97,7/23/16,TimeBred,M1,2.8875,2.5176,4.6266,11.08,8.173,7.4,0.7,1.05,1.04,25.03,37.69,37.28,14.5,0.32,1.07,0.24,0.65,0.008,0.009,1.95,0.76,0.07,0.9,0.79,0.03,1772,0.07,0.06,168.11,6.99,FALSE
1950,5,87,97,7/23/16,TimeBred,M1,3.4243,2.689,4.5441,11.722,8.281,8.3,0.72,1.08,1.49,21.81,32.85,45.34,14.68,0.34,1.11,0.37,0.87,0.006,0.027,2.19,1,0.12,0.9,1.05,0.05,1752,0.12,0.15,348.19,7,FALSE
1950,5,99,97,7/23/16,TimeBred,M1,3.5372,2.6664,4.5828,11.861,8.312,12.3,0.7,1.22,1.37,21.29,37.05,41.65,14.64,0.34,1.17,0.33,0.9,0.005,0.032,2.23,1.04,0.13,0.9,1.09,0.05,1838,0.11,0.13,331.56,7.08,FALSE
1950,5,100,97,7/23/16,TimeBred,M1,3.5481,2.7243,4.5796,11.931,8.372,12.8,0.77,1.26,1.3,23.14,37.8,39.06,14.5,0.32,1.21,0.33,0.81,0.003,0.029,2.33,0.95,0.12,0.6,1,0.04,1698,0.12,0.14,303.98,7.24,FALSE
1950,5,101,97,7/23/16,TimeBred,M1,3.2159,2.7062,4.6213,11.619,8.392,12.4,0.68,1.16,1.17,22.71,38.45,38.85,14.56,0.33,1.11,0.27,0.78,0.004,0.028,2.06,0.92,0.1,1,0.95,0.04,1828,0.1,0.11,344.71,7.1,FALSE
1950,5,102,97,7/23/16,TimeBred,M1,3.8427,2.7288,4.5332,12.186,8.332,13.5,0.78,1.35,1.45,21.84,37.73,40.43,14.63,0.34,1.29,0.35,0.95,0.006,0.039,2.44,1.11,0.13,1,1.15,0.06,1883,0.15,0.17,336.37,7.09,FALSE
1950,5,103,97,7/23/16,TimeBred,M1,3.6767,2.6435,4.5072,11.901,8.209,11.9,0.79,1.3,1.33,23.14,38.08,38.78,14.54,0.32,1.25,0.34,0.86,0.005,0.025,2.4,1,0.12,1,1.06,0.04,1636,0.12,0.13,205.18,7.28,FALSE
1962,4,78,95,3/26/16,TimeBred,M1,2.5203,2.4738,4.6047,10.602,8.058,10.3,0.55,0.95,0.88,23.22,39.94,36.84,14.58,0.31,0.93,0.2,0.55,0.016,0.019,1.66,0.69,0.08,1.4,0.68,0.05,1668,0.05,0.07,189.05,7.25,FALSE
1962,4,86,95,3/26/16,TimeBred,M1,3.0215,2.5264,4.6182,11.177,8.135,9.6,0.7,1.05,1.23,23.58,35.28,41.14,14.4,0.29,1.04,0.31,0.58,0.024,0.035,2.03,0.78,0.1,1.3,0.75,0.09,1779,0.09,0.1,283.04,6.95,FALSE
1962,4,92,95,3/26/16,TimeBred,M1,2.879,2.6301,4.7323,11.271,8.382,8.1,0.72,0.97,1.25,24.62,32.92,42.46,14.32,0.28,0.98,0.31,0.48,0.026,0.037,1.99,0.7,0.11,1.2,0.66,0.1,1745,0.08,0.1,301.92,6.96,FALSE
1962,4,99,95,3/26/16,TimeBred,M1,2.81925,2.6705,4.7075,11.229,8.3995,10.5,0.675,0.945,1.26,23.505,32.725,43.77,14.395,0.29,0.97,0.31,0.49,0.023,0.036,1.94,0.7,0.12,1.1,0.67,0.09,1750,0.08,0.11,304.055,6.88,FALSE
1978,4,78,90,12/5/15,NoneListed,M1,5.0488,2.9178,4.5704,13.612,8.556,9.9,1.22,1.98,1.59,25.43,41.42,33.16,14.19,0.23,1.91,0.45,0.98,0.009,0.026,3.51,1.17,0.12,0.9,1.24,0.04,1222,0.06,0.07,46.58,6.55,FALSE
1978,4,87,90,12/5/15,NoneListed,M1,3.703,2.9934,4.6565,12.426,8.721,9.2,0.91,1.48,1.11,26.06,42.34,31.6,14.27,0.24,1.44,0.31,0.71,0.003,0.008,2.61,0.82,0.09,1,0.89,0.01,1175,0.04,0.06,135.43,6.5,FALSE
1978,4,94,90,12/5/15,NoneListed,M1,3.9196,3.1772,4.7763,12.96,9.048,11.7,0.99,1.55,1.17,26.56,41.89,31.55,14.23,0.24,1.5,0.31,0.74,0.005,0.013,2.75,0.87,0.1,0.9,0.94,0.02,1273,0.05,0.06,167.81,6.53,FALSE
1978,5,75,92,2/18/17,TimeBred,M1,3.7196,2.7592,4.7378,12.281,8.553,10.5,0.89,1.32,1.36,24.88,36.97,38.15,14.19,0.25,1.25,0.41,0.72,0.001,0.028,2.55,0.85,0.11,1.7,0.94,0.04,1351,0.08,0.11,357.67,6.72,TRUE
1978,5,82,92,2/18/17,TimeBred,M1,3.4534,2.6931,4.6304,11.837,8.371,8.9,0.82,1.22,1.29,24.68,36.58,38.74,14.25,0.26,1.16,0.4,0.66,0.003,0.026,2.37,0.79,0.1,1.4,0.87,0.04,1148,0.05,0.07,315.24,6.78,TRUE
